id,fruit,side,day,camera_type,header_file,data_file,record_id,init_weight,end_weight,storage_days,firmness,comment,ripeness_state,ripeness_state_fine,img_shape,ripeness_state_y,is_damaged
118,Avocado,back,day_06,NIR,Avocado/NIR/day_06/avocado_day_06_06_back.hdr,Avocado/NIR/day_06/avocado_day_06_06_back.bin,118,234,215.0,5,900.0,,perfect,perfect,"(303, 191, 252)",1,0
119,Avocado,back,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_06_back.hdr,Avocado/VIS/day_06/avocado_day_06_06_back.bin,119,234,215.0,5,900.0,,perfect,perfect,"(345, 283, 224)",1,0
120,Avocado,front,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_19_front.hdr,Avocado/VIS/day_06/avocado_day_06_19_front.bin,120,195,177.0,5,700.0,,perfect,perfect,"(309, 267, 224)",1,0
121,Avocado,back,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_19_back.hdr,Avocado/VIS/day_06/avocado_day_06_19_back.bin,121,195,177.0,5,700.0,,perfect,perfect,"(310, 266, 224)",1,0
122,Avocado,front,day_06,NIR,Avocado/NIR/day_06/avocado_day_06_21_front.hdr,Avocado/NIR/day_06/avocado_day_06_21_front.bin,122,251,235.0,5,650.0,near overripe,perfect,perfect,"(281, 208, 252)",1,0
123,Avocado,front,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_21_front.hdr,Avocado/VIS/day_06/avocado_day_06_21_front.bin,123,251,235.0,5,650.0,near overripe,perfect,perfect,"(324, 305, 224)",1,0
124,Avocado,back,day_06,NIR,Avocado/NIR/day_06/avocado_day_06_21_back.hdr,Avocado/NIR/day_06/avocado_day_06_21_back.bin,124,251,235.0,5,650.0,near overripe,perfect,perfect,"(279, 209, 252)",1,0
125,Avocado,back,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_21_back.hdr,Avocado/VIS/day_06/avocado_day_06_21_back.bin,125,251,235.0,5,650.0,near overripe,perfect,perfect,"(319, 306, 224)",1,0
126,Avocado,front,day_06,VIS,Avocado/VIS/day_06/avocado_day_06_25_front.hdr,Avocado/VIS/day_06/avocado_day_06_25_front.bin,126,249,231.0,5,900.0,,perfect,perfect,"(335, 291, 224)",1,0
127,Avocado,back,day_06,NIR,Avocado/NIR/day_06/avocado_day_06_25_back.hdr,Avocado/NIR/day_06/avocado_day_06_25_back.bin,127,249,231.0,5,900.0,,perfect,perfect,"(296, 202, 252)",1,0
128,Kiwi,front,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_01_front.hdr,Kiwi/NIR/day_06/kiwi_day_06_01_front.bin,128,116,114.0,5,950.0,,perfect,perfect,"(199, 161, 252)",1,0
129,Kiwi,front,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_01_front.hdr,Kiwi/VIS/day_06/kiwi_day_06_01_front.bin,129,116,114.0,5,950.0,,perfect,perfect,"(230, 240, 224)",1,0
130,Kiwi,back,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_01_back.hdr,Kiwi/VIS/day_06/kiwi_day_06_01_back.bin,130,116,114.0,5,950.0,,perfect,perfect,"(230, 236, 224)",1,0
131,Kiwi,front,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_11_front.hdr,Kiwi/VIS/day_06/kiwi_day_06_11_front.bin,131,120,116.0,5,950.0,,perfect,perfect,"(233, 228, 224)",1,0
132,Kiwi,back,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_11_back.hdr,Kiwi/NIR/day_06/kiwi_day_06_11_back.bin,132,120,116.0,5,950.0,,perfect,perfect,"(201, 156, 252)",1,0
133,Kiwi,front,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_20_front.hdr,Kiwi/NIR/day_06/kiwi_day_06_20_front.bin,133,124,121.0,5,750.0,,overripe,overripe,"(196, 170, 252)",2,0
134,Kiwi,front,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_20_front.hdr,Kiwi/VIS/day_06/kiwi_day_06_20_front.bin,134,124,121.0,5,750.0,,overripe,overripe,"(231, 250, 224)",2,0
135,Kiwi,back,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_20_back.hdr,Kiwi/NIR/day_06/kiwi_day_06_20_back.bin,135,124,121.0,5,750.0,,overripe,overripe,"(195, 170, 252)",2,0
136,Kiwi,front,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_35_front.hdr,Kiwi/VIS/day_06/kiwi_day_06_35_front.bin,136,125,123.0,5,900.0,maybe overripe,perfect,perfect,"(230, 255, 224)",1,0
137,Kiwi,back,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_35_back.hdr,Kiwi/NIR/day_06/kiwi_day_06_35_back.bin,137,125,123.0,5,900.0,maybe overripe,perfect,perfect,"(196, 175, 252)",1,0
138,Kiwi,back,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_35_back.hdr,Kiwi/VIS/day_06/kiwi_day_06_35_back.bin,138,125,123.0,5,900.0,maybe overripe,perfect,perfect,"(231, 258, 224)",1,0
139,Kiwi,front,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_36_front.hdr,Kiwi/NIR/day_06/kiwi_day_06_36_front.bin,139,127,125.0,5,1500.0,,perfect,ripe,"(196, 160, 252)",1,0
140,Kiwi,back,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_36_back.hdr,Kiwi/NIR/day_06/kiwi_day_06_36_back.bin,140,127,125.0,5,1500.0,,perfect,ripe,"(197, 158, 252)",1,0
141,Kiwi,back,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_36_back.hdr,Kiwi/VIS/day_06/kiwi_day_06_36_back.bin,141,127,125.0,5,1500.0,,perfect,ripe,"(226, 237, 224)",1,0
142,Kiwi,front,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_38_front.hdr,Kiwi/NIR/day_06/kiwi_day_06_38_front.bin,142,130,128.0,5,1750.0,,perfect,ripe,"(194, 173, 252)",1,0
143,Kiwi,back,day_06,NIR,Kiwi/NIR/day_06/kiwi_day_06_38_back.hdr,Kiwi/NIR/day_06/kiwi_day_06_38_back.bin,143,130,128.0,5,1750.0,,perfect,ripe,"(195, 174, 252)",1,0
144,Kiwi,back,day_06,VIS,Kiwi/VIS/day_06/kiwi_day_06_38_back.hdr,Kiwi/VIS/day_06/kiwi_day_06_38_back.bin,144,130,128.0,5,1750.0,,perfect,ripe,"(232, 258, 224)",1,0
145,Avocado,front,day_07,NIR,Avocado/NIR/day_07/avocado_day_07_02_front.hdr,Avocado/NIR/day_07/avocado_day_07_02_front.bin,145,255,229.0,7,750.0,,perfect,perfect,"(287, 201, 252)",1,0
146,Avocado,front,day_07,VIS,Avocado/VIS/day_07/avocado_day_07_02_front.hdr,Avocado/VIS/day_07/avocado_day_07_02_front.bin,146,255,229.0,7,750.0,,perfect,perfect,"(328, 294, 224)",1,0
147,Avocado,back,day_07,NIR,Avocado/NIR/day_07/avocado_day_07_02_back.hdr,Avocado/NIR/day_07/avocado_day_07_02_back.bin,147,255,229.0,7,750.0,,perfect,perfect,"(289, 200, 252)",1,0
148,Avocado,front,day_07,NIR,Avocado/NIR/day_07/avocado_day_07_11_front.hdr,Avocado/NIR/day_07/avocado_day_07_11_front.bin,148,239,218.0,7,850.0,first brown lines,overripe,near_overripe,"(315, 188, 252)",2,0
149,Avocado,front,day_07,VIS,Avocado/VIS/day_07/avocado_day_07_11_front.hdr,Avocado/VIS/day_07/avocado_day_07_11_front.bin,149,239,218.0,7,850.0,first brown lines,overripe,near_overripe,"(360, 277, 224)",2,0
150,Avocado,back,day_07,NIR,Avocado/NIR/day_07/avocado_day_07_11_back.hdr,Avocado/NIR/day_07/avocado_day_07_11_back.bin,150,239,218.0,7,850.0,first brown lines,overripe,near_overripe,"(311, 186, 252)",2,0
151,Avocado,back,day_07,VIS,Avocado/VIS/day_07/avocado_day_07_11_back.hdr,Avocado/VIS/day_07/avocado_day_07_11_back.bin,151,239,218.0,7,850.0,first brown lines,overripe,near_overripe,"(356, 277, 224)",2,0
152,Avocado,front,day_07,VIS,Avocado/VIS/day_07/avocado_day_07_27_front.hdr,Avocado/VIS/day_07/avocado_day_07_27_front.bin,152,245,223.0,7,1050.0,,perfect,perfect,"(326, 294, 224)",1,0
153,Avocado,back,day_07,VIS,Avocado/VIS/day_07/avocado_day_07_27_back.hdr,Avocado/VIS/day_07/avocado_day_07_27_back.bin,153,245,223.0,7,1050.0,,perfect,perfect,"(325, 296, 224)",1,0
154,Kiwi,front,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_06_front.hdr,Kiwi/NIR/day_07/kiwi_day_07_06_front.bin,154,124,121.0,7,1250.0,,perfect,perfect,"(204, 159, 252)",1,0
155,Kiwi,front,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_06_front.hdr,Kiwi/VIS/day_07/kiwi_day_07_06_front.bin,155,124,121.0,7,1250.0,,perfect,perfect,"(244, 232, 224)",1,0
156,Kiwi,back,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_06_back.hdr,Kiwi/NIR/day_07/kiwi_day_07_06_back.bin,156,124,121.0,7,1250.0,,perfect,perfect,"(200, 158, 252)",1,0
157,Kiwi,back,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_06_back.hdr,Kiwi/VIS/day_07/kiwi_day_07_06_back.bin,157,124,121.0,7,1250.0,,perfect,perfect,"(243, 233, 224)",1,0
158,Kiwi,front,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_09_front.hdr,Kiwi/NIR/day_07/kiwi_day_07_09_front.bin,158,122,119.0,7,800.0,,overripe,near_overripe,"(178, 173, 252)",2,0
159,Kiwi,front,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_09_front.hdr,Kiwi/VIS/day_07/kiwi_day_07_09_front.bin,159,122,119.0,7,800.0,,overripe,near_overripe,"(205, 258, 224)",2,0
160,Kiwi,back,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_09_back.hdr,Kiwi/NIR/day_07/kiwi_day_07_09_back.bin,160,122,119.0,7,800.0,,overripe,near_overripe,"(177, 179, 252)",2,0
161,Kiwi,back,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_09_back.hdr,Kiwi/VIS/day_07/kiwi_day_07_09_back.bin,161,122,119.0,7,800.0,,overripe,near_overripe,"(210, 259, 224)",2,0
162,Kiwi,front,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_14_front.hdr,Kiwi/NIR/day_07/kiwi_day_07_14_front.bin,162,115,110.0,7,700.0,,overripe,overripe,"(186, 157, 252)",2,0
163,Kiwi,front,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_14_front.hdr,Kiwi/VIS/day_07/kiwi_day_07_14_front.bin,163,115,110.0,7,700.0,,overripe,overripe,"(215, 235, 224)",2,0
164,Kiwi,back,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_14_back.hdr,Kiwi/NIR/day_07/kiwi_day_07_14_back.bin,164,115,110.0,7,700.0,,overripe,overripe,"(187, 155, 252)",2,0
165,Kiwi,back,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_14_back.hdr,Kiwi/VIS/day_07/kiwi_day_07_14_back.bin,165,115,110.0,7,700.0,,overripe,overripe,"(216, 230, 224)",2,0
166,Kiwi,front,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_16_front.hdr,Kiwi/VIS/day_07/kiwi_day_07_16_front.bin,166,117,114.0,7,0.0,,overripe,overripe,"(236, 239, 224)",2,0
167,Kiwi,back,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_16_back.hdr,Kiwi/NIR/day_07/kiwi_day_07_16_back.bin,167,117,114.0,7,0.0,,overripe,overripe,"(201, 158, 252)",2,0
168,Kiwi,front,day_07,NIR,Kiwi/NIR/day_07/kiwi_day_07_24_front.hdr,Kiwi/NIR/day_07/kiwi_day_07_24_front.bin,168,125,122.0,7,1650.0,not really ripe is too firm,unripe,unripe,"(197, 172, 252)",0,0
169,Kiwi,back,day_07,VIS,Kiwi/VIS/day_07/kiwi_day_07_24_back.hdr,Kiwi/VIS/day_07/kiwi_day_07_24_back.bin,169,125,122.0,7,1650.0,not really ripe is too firm,unripe,unripe,"(231, 253, 224)",0,0
170,Avocado,back,day_08,VIS,Avocado/VIS/day_08/avocado_day_08_10_back.hdr,Avocado/VIS/day_08/avocado_day_08_10_back.bin,170,229,202.0,8,700.0,,overripe,near_overripe,"(319, 280, 224)",2,0
171,Avocado,front,day_08,VIS,Avocado/VIS/day_08/avocado_day_08_28_front.hdr,Avocado/VIS/day_08/avocado_day_08_28_front.bin,171,250,218.0,8,725.0,,overripe,near_overripe,"(333, 292, 224)",2,0
172,Avocado,back,day_08,NIR,Avocado/NIR/day_08/avocado_day_08_28_back.hdr,Avocado/NIR/day_08/avocado_day_08_28_back.bin,172,250,218.0,8,725.0,,overripe,near_overripe,"(291, 190, 252)",2,0
173,Avocado,back,day_08,VIS,Avocado/VIS/day_08/avocado_day_08_28_back.hdr,Avocado/VIS/day_08/avocado_day_08_28_back.bin,173,250,218.0,8,725.0,,overripe,near_overripe,"(335, 289, 224)",2,0
174,Kiwi,front,day_08,NIR,Kiwi/NIR/day_08/kiwi_day_08_04_front.hdr,Kiwi/NIR/day_08/kiwi_day_08_04_front.bin,174,128,123.0,8,0.0,,overripe,overripe,"(197, 165, 252)",2,0
175,Kiwi,front,day_08,VIS,Kiwi/VIS/day_08/kiwi_day_08_04_front.hdr,Kiwi/VIS/day_08/kiwi_day_08_04_front.bin,175,128,123.0,8,0.0,,overripe,overripe,"(238, 251, 224)",2,0
176,Kiwi,back,day_08,VIS,Kiwi/VIS/day_08/kiwi_day_08_04_back.hdr,Kiwi/VIS/day_08/kiwi_day_08_04_back.bin,176,128,123.0,8,0.0,,overripe,overripe,"(238, 239, 224)",2,0
177,Avocado,front,day_09,NIR,Avocado/NIR/day_09/avocado_day_09_22_front.hdr,Avocado/NIR/day_09/avocado_day_09_22_front.bin,177,237,208.0,9,775.0,,overripe,near_overripe,"(307, 182, 252)",2,0
178,Avocado,back,day_09,NIR,Avocado/NIR/day_09/avocado_day_09_22_back.hdr,Avocado/NIR/day_09/avocado_day_09_22_back.bin,178,237,208.0,9,775.0,,overripe,near_overripe,"(308, 180, 252)",2,0
179,Avocado,front,day_09,VIS,Avocado/VIS/day_09/avocado_day_09_29_front.hdr,Avocado/VIS/day_09/avocado_day_09_29_front.bin,179,240,211.0,9,750.0,,overripe,near_overripe,"(331, 271, 224)",2,0
180,Avocado,back,day_09,NIR,Avocado/NIR/day_09/avocado_day_09_29_back.hdr,Avocado/NIR/day_09/avocado_day_09_29_back.bin,180,240,211.0,9,750.0,,overripe,near_overripe,"(293, 190, 252)",2,0
181,Avocado,back,day_09,VIS,Avocado/VIS/day_09/avocado_day_09_29_back.hdr,Avocado/VIS/day_09/avocado_day_09_29_back.bin,181,240,211.0,9,750.0,,overripe,near_overripe,"(334, 282, 224)",2,0
182,Kiwi,front,day_09,NIR,Kiwi/NIR/day_09/kiwi_day_09_25_front.hdr,Kiwi/NIR/day_09/kiwi_day_09_25_front.bin,182,126,120.0,9,1350.0,,perfect,perfect,"(198, 167, 252)",1,0
183,Kiwi,front,day_09,VIS,Kiwi/VIS/day_09/kiwi_day_09_25_front.hdr,Kiwi/VIS/day_09/kiwi_day_09_25_front.bin,183,126,120.0,9,1350.0,,perfect,perfect,"(231, 246, 224)",1,0
184,Kiwi,back,day_09,NIR,Kiwi/NIR/day_09/kiwi_day_09_25_back.hdr,Kiwi/NIR/day_09/kiwi_day_09_25_back.bin,184,126,120.0,9,1350.0,,perfect,perfect,"(197, 165, 252)",1,0
185,Kiwi,back,day_09,VIS,Kiwi/VIS/day_09/kiwi_day_09_25_back.hdr,Kiwi/VIS/day_09/kiwi_day_09_25_back.bin,185,126,120.0,9,1350.0,,perfect,perfect,"(231, 245, 224)",1,0
186,Avocado,front,day_10,NIR,Avocado/NIR/day_10/avocado_day_10_01_front.hdr,Avocado/NIR/day_10/avocado_day_10_01_front.bin,186,228,190.0,10,400.0,,overripe,overripe,"(286, 177, 252)",2,0
187,Avocado,front,day_10,VIS,Avocado/VIS/day_10/avocado_day_10_01_front.hdr,Avocado/VIS/day_10/avocado_day_10_01_front.bin,187,228,190.0,10,400.0,,overripe,overripe,"(328, 260, 224)",2,0
188,Avocado,back,day_10,NIR,Avocado/NIR/day_10/avocado_day_10_01_back.hdr,Avocado/NIR/day_10/avocado_day_10_01_back.bin,188,228,190.0,10,400.0,,overripe,overripe,"(286, 174, 252)",2,0
189,Avocado,back,day_10,VIS,Avocado/VIS/day_10/avocado_day_10_01_back.hdr,Avocado/VIS/day_10/avocado_day_10_01_back.bin,189,228,190.0,10,400.0,,overripe,overripe,"(333, 260, 224)",2,0
190,Avocado,back,day_10,NIR,Avocado/NIR/day_10/avocado_day_10_07_back.hdr,Avocado/NIR/day_10/avocado_day_10_07_back.bin,190,243,195.0,10,625.0,maybe endweight not correct,overripe,overripe,"(268, 194, 252)",2,0
191,Avocado,back,day_10,VIS,Avocado/VIS/day_10/avocado_day_10_07_back.hdr,Avocado/VIS/day_10/avocado_day_10_07_back.bin,191,243,195.0,10,625.0,maybe endweight not correct,overripe,overripe,"(308, 285, 224)",2,0
192,Avocado,front,day_10,VIS,Avocado/VIS/day_10/avocado_day_10_24_front.hdr,Avocado/VIS/day_10/avocado_day_10_24_front.bin,192,253,216.0,10,300.0,,overripe,overripe,"(352, 279, 224)",2,0
193,Avocado,back,day_10,NIR,Avocado/NIR/day_10/avocado_day_10_24_back.hdr,Avocado/NIR/day_10/avocado_day_10_24_back.bin,193,253,216.0,10,300.0,,overripe,overripe,"(305, 188, 252)",2,0
194,Avocado,back,day_10,VIS,Avocado/VIS/day_10/avocado_day_10_24_back.hdr,Avocado/VIS/day_10/avocado_day_10_24_back.bin,194,253,216.0,10,300.0,,overripe,overripe,"(351, 280, 224)",2,0
195,Kiwi,front,day_10,VIS,Kiwi/VIS/day_10/kiwi_day_10_27_front.hdr,Kiwi/VIS/day_10/kiwi_day_10_27_front.bin,195,134,129.0,10,800.0,,overripe,near_overripe,"(220, 244, 224)",2,0
196,Kiwi,back,day_10,VIS,Kiwi/VIS/day_10/kiwi_day_10_27_back.hdr,Kiwi/VIS/day_10/kiwi_day_10_27_back.bin,196,134,129.0,10,800.0,,overripe,near_overripe,"(223, 244, 224)",2,0
197,Avocado,front,day_m2_01,VIS,Avocado/VIS/day_m2_01/avocado_day_m2_01_59_front.hdr,Avocado/VIS/day_m2_01/avocado_day_m2_01_59_front.bin,197,244,244.0,0,6000.0,,unripe,unripe,"(460, 238, 224)",0,0
198,Avocado,back,day_m2_01,VIS,Avocado/VIS/day_m2_01/avocado_day_m2_01_59_back.hdr,Avocado/VIS/day_m2_01/avocado_day_m2_01_59_back.bin,198,244,244.0,0,6000.0,,unripe,unripe,"(462, 234, 224)",0,0
199,Kiwi,front,day_m2_01,VIS,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_53_front.hdr,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_53_front.bin,199,88,88.0,0,2400.0,,unripe,unripe,"(231, 190, 224)",0,0
200,Kiwi,back,day_m2_01,VIS,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_53_back.hdr,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_53_back.bin,200,88,88.0,0,2400.0,,unripe,unripe,"(236, 189, 224)",0,0
201,Kiwi,front,day_m2_01,VIS,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_71_front.hdr,Kiwi/VIS/day_m2_01/kiwi_day_m2_01_71_front.bin,201,103,103.0,0,1900.0,,unripe,unripe,"(272, 202, 224)",0,0
202,Avocado,front,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_33_front.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_33_front.bin,202,246,150.0,1,1400.0,,unripe,unripe,"(429, 240, 224)",0,0
203,Avocado,front,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_39_front.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_39_front.bin,203,210,146.0,1,0.0,not very tasteful,perfect,perfect,"(367, 246, 224)",1,0
204,Avocado,back,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_39_back.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_39_back.bin,204,210,146.0,1,0.0,not very tasteful,perfect,perfect,"(362, 249, 224)",1,0
205,Avocado,front,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_50_front.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_50_front.bin,205,220,146.0,1,800.0,,perfect,ripe,"(431, 239, 224)",1,0
206,Avocado,front,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_56_front.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_56_front.bin,206,199,196.0,1,750.0,not very tasteful,perfect,ripe,"(408, 227, 224)",1,0
207,Avocado,back,day_m2_02,VIS,Avocado/VIS/day_m2_02/avocado_day_m2_02_56_back.hdr,Avocado/VIS/day_m2_02/avocado_day_m2_02_56_back.bin,207,199,196.0,1,750.0,not very tasteful,perfect,ripe,"(413, 228, 224)",1,0
208,Kiwi,front,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_43_front.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_43_front.bin,208,106,105.0,1,1350.0,,perfect,ripe,"(270, 202, 224)",1,0
209,Kiwi,back,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_43_back.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_43_back.bin,209,106,105.0,1,1350.0,,perfect,ripe,"(268, 201, 224)",1,0
210,Kiwi,front,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_75_front.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_75_front.bin,210,111,,3,,Damaged,overripe,overripe,"(291, 185, 224)",2,1
211,Kiwi,back,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_75_back.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_75_back.bin,211,111,,3,,Damaged,overripe,overripe,"(288, 186, 224)",2,1
212,Kiwi,front,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_85_front.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_85_front.bin,212,133,133.0,1,2425.0,,unripe,unripe,"(330, 201, 224)",0,0
213,Kiwi,back,day_m2_02,VIS,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_85_back.hdr,Kiwi/VIS/day_m2_02/kiwi_day_m2_02_85_back.bin,213,133,133.0,1,2425.0,,unripe,unripe,"(331, 199, 224)",0,0
214,Avocado,front,day_m2_03,VIS,Avocado/VIS/day_m2_03/avocado_day_m2_03_31_front.hdr,Avocado/VIS/day_m2_03/avocado_day_m2_03_31_front.bin,214,205,197.0,2,550.0,,perfect,ripe,"(385, 236, 224)",1,0
215,Avocado,back,day_m2_03,VIS,Avocado/VIS/day_m2_03/avocado_day_m2_03_31_back.hdr,Avocado/VIS/day_m2_03/avocado_day_m2_03_31_back.bin,215,205,197.0,2,550.0,,perfect,ripe,"(390, 232, 224)",1,0
216,Avocado,back,day_m2_03,VIS,Avocado/VIS/day_m2_03/avocado_day_m2_03_47_back.hdr,Avocado/VIS/day_m2_03/avocado_day_m2_03_47_back.bin,216,241,237.0,2,1050.0,,unripe,unripe,"(454, 233, 224)",0,0
217,Avocado,front,day_m2_03,VIS,Avocado/VIS/day_m2_03/avocado_day_m2_03_51_front.hdr,Avocado/VIS/day_m2_03/avocado_day_m2_03_51_front.bin,217,218,212.0,2,625.0,,perfect,ripe,"(418, 238, 224)",1,0
218,Avocado,back,day_m2_03,VIS,Avocado/VIS/day_m2_03/avocado_day_m2_03_51_back.hdr,Avocado/VIS/day_m2_03/avocado_day_m2_03_51_back.bin,218,218,212.0,2,625.0,,perfect,ripe,"(419, 235, 224)",1,0
219,Kiwi,front,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_40_front.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_40_front.bin,219,113,112.0,2,1650.0,,perfect,ripe,"(282, 193, 224)",1,0
220,Kiwi,back,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_40_back.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_40_back.bin,220,113,112.0,2,1650.0,,perfect,ripe,"(276, 197, 224)",1,0
221,Kiwi,front,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_52_front.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_52_front.bin,221,106,106.0,2,1400.0,,perfect,ripe,"(262, 187, 224)",1,0
222,Kiwi,front,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_70_front.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_70_front.bin,222,111,111.0,2,1850.0,,unripe,unripe,"(279, 201, 224)",0,0
223,Kiwi,back,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_70_back.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_70_back.bin,223,111,111.0,2,1850.0,,unripe,unripe,"(277, 200, 224)",0,0
224,Kiwi,front,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_75_front.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_75_front.bin,224,111,,3,,Damaged,overripe,overripe,"(288, 185, 224)",2,1
225,Kiwi,back,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_75_back.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_75_back.bin,225,111,,3,,Damaged,overripe,overripe,"(286, 185, 224)",2,1
226,Kiwi,front,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_77_front.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_77_front.bin,226,128,127.0,2,1700.0,,perfect,ripe,"(299, 184, 224)",1,0
227,Kiwi,back,day_m2_03,VIS,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_77_back.hdr,Kiwi/VIS/day_m2_03/kiwi_day_m2_03_77_back.bin,227,128,127.0,2,1700.0,,perfect,ripe,"(295, 189, 224)",1,0
228,Avocado,front,day_m2_04,VIS,Avocado/VIS/day_m2_04/avocado_day_m2_04_36_front.hdr,Avocado/VIS/day_m2_04/avocado_day_m2_04_36_front.bin,228,204,197.0,3,0.0,,perfect,ripe,"(409, 226, 224)",1,0
229,Avocado,back,day_m2_04,VIS,Avocado/VIS/day_m2_04/avocado_day_m2_04_36_back.hdr,Avocado/VIS/day_m2_04/avocado_day_m2_04_36_back.bin,229,204,197.0,3,0.0,,perfect,ripe,"(409, 223, 224)",1,0
230,Avocado,front,day_m2_04,VIS,Avocado/VIS/day_m2_04/avocado_day_m2_04_40_front.hdr,Avocado/VIS/day_m2_04/avocado_day_m2_04_40_front.bin,230,207,200.0,3,550.0,,perfect,ripe,"(364, 241, 224)",1,0
231,Avocado,back,day_m2_04,VIS,Avocado/VIS/day_m2_04/avocado_day_m2_04_40_back.hdr,Avocado/VIS/day_m2_04/avocado_day_m2_04_40_back.bin,231,207,200.0,3,550.0,,perfect,ripe,"(372, 233, 224)",1,0
232,Avocado,front,day_m2_04,VIS,Avocado/VIS/day_m2_04/avocado_day_m2_04_60_front.hdr,Avocado/VIS/day_m2_04/avocado_day_m2_04_60_front.bin,232,236,228.0,3,750.0,,perfect,ripe,"(449, 234, 224)",1,0
